# Parameters: bear_hp=420, hp_mult=1.35, def_add=20, boss_hp=2526, boss_def=200, sim_count=2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_id,result,reached_wave,boss_remaining_hp,total_kills,remaining_monsters,remaining_life,total_turns,total_towers_count,tier1_count,tier2_count,tier3_count,buff_add_Fire,buff_add_Ice,buff_add_Physics,buff_add_Electric,buff_mult_Fire,buff_mult_Ice,buff_mult_Physics,buff_mult_Electric,tile_0_status,tile_1_status,tile_2_status,tile_3_status,tile_4_status,tile_5_status,tile_6_status,tile_7_status,tile_8_status,tile_9_status,tile_10_status,tile_11_status,tile_12_status,tile_13_status,tile_14_status,tile_15_status,tile_16_status,tile_17_status,tile_18_status,tile_19_status,tile_20_status,tile_21_status,tile_22_status,tile_23_status,tile_24_status,tile_25_status,tile_26_status,tile_27_status,tile_28_status,tile_29_status,tile_30_status,tile_31_status,tile_32_status,tile_33_status,tile_34_status,tile_35_status
1873,LOSS,8,1862.9,36,12,0,58,26,12,5,9,0,30,60,0,0.2,0.2,0,0,EMPTY,TOW_03_T1(DMG:82.5),EMPTY,TOW_02_T3(DMG:123.5),TOW_01_T1(DMG:17.0),TOW_03_T1(DMG:82.5),TOW_04_T2(DMG:49.5),TOW_02_T3(DMG:123.5),TOW_01_T2(DMG:74.0),EMPTY,TOW_01_T2(DMG:34.0),TOW_02_T1(DMG:55.5),TOW_04_T1(DMG:27.0),EMPTY,EMPTY,TOW_02_T3(DMG:123.5),TOW_01_T1(DMG:17.0),TOW_03_T3(DMG:157.5),EMPTY,EMPTY,TOW_01_T1(DMG:17.0),TOW_02_T2(DMG:81.0),TOW_01_T2(DMG:44.0),TOW_03_T1(DMG:82.5),TOW_04_T1(DMG:27.0),TOW_02_T3(DMG:151.0),EMPTY,EMPTY,TOW_01_T3(DMG:68.0),TOW_02_T1(DMG:55.5),TOW_04_T3(DMG:87.0),TOW_03_T3(DMG:157.5),EMPTY,TOW_02_T1(DMG:55.5),TOW_01_T1(DMG:17.0),TOW_03_T3(DMG:157.5)
1874,LOSS,8,935.6,38,10,0,59,27,11,7,9,30,60,0,0,0.2,0,0,0,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:75.0),TOW_02_T1(DMG:83.2),TOW_01_T3(DMG:120.0),TOW_03_T3(DMG:100.8),EMPTY,TOW_02_T1(DMG:83.2),TOW_01_T3(DMG:120.0),EMPTY,TOW_01_T1(DMG:47.5),TOW_02_T3(DMG:145.2),TOW_04_T1(DMG:27.9),TOW_03_T1(DMG:23.2),TOW_01_T3(DMG:100.0),EMPTY,TOW_01_T3(DMG:120.0),TOW_03_T1(DMG:23.2),EMPTY,TOW_02_T1(DMG:83.2),TOW_01_T1(DMG:47.5),TOW_02_T2(DMG:106.5),TOW_01_T1(DMG:47.5),TOW_03_T3(DMG:100.8),TOW_04_T2(DMG:51.1),TOW_02_T3(DMG:145.2),EMPTY,EMPTY,TOW_01_T2(DMG:65.0),EMPTY,TOW_04_T2(DMG:237.2),TOW_03_T2(DMG:334.2),TOW_01_T3(DMG:100.0),TOW_02_T2(DMG:106.5),EMPTY,TOW_03_T1(DMG:23.2)
1875,LOSS,7,-1,32,23,0,60,30,13,10,7,0,0,30,0,0.4,0,0.2,0,EMPTY,TOW_03_T2(DMG:91.2),TOW_01_T1(DMG:19.5),TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:78.0),TOW_03_T3(DMG:663.8),TOW_04_T3(DMG:89.9),TOW_02_T2(DMG:61.5),TOW_01_T1(DMG:19.5),EMPTY,EMPTY,TOW_02_T1(DMG:23.2),TOW_04_T2(DMG:237.2),TOW_03_T3(DMG:143.8),TOW_01_T1(DMG:19.5),TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:158.0),EMPTY,EMPTY,TOW_02_T3(DMG:195.2),TOW_01_T2(DMG:79.0),TOW_02_T2(DMG:46.5),TOW_01_T2(DMG:49.0),TOW_03_T2(DMG:91.2),TOW_04_T2(DMG:51.1),TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:19.5),EMPTY,TOW_01_T1(DMG:19.5),TOW_02_T2(DMG:61.5),TOW_04_T1(DMG:27.9),TOW_03_T1(DMG:56.2),TOW_01_T1(DMG:19.5),TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:78.0),TOW_03_T2(DMG:91.2)
1876,LOSS,8,1678.5,38,11,0,59,29,15,7,7,0,60,0,0,0.4,0,0,0,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T1(DMG:19.5),EMPTY,TOW_01_T2(DMG:79.0),TOW_03_T1(DMG:23.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:83.2),TOW_01_T3(DMG:98.0),EMPTY,TOW_01_T1(DMG:19.5),TOW_02_T3(DMG:255.2),EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:19.5),TOW_02_T2(DMG:121.5),TOW_01_T1(DMG:19.5),TOW_03_T3(DMG:620.8),EMPTY,TOW_02_T1(DMG:83.2),TOW_01_T1(DMG:19.5),TOW_02_T2(DMG:121.5),TOW_01_T2(DMG:49.0),TOW_03_T2(DMG:54.2),TOW_04_T1(DMG:27.9),TOW_02_T3(DMG:145.2),TOW_01_T3(DMG:98.0),EMPTY,TOW_01_T2(DMG:49.0),TOW_02_T1(DMG:83.2),TOW_04_T1(DMG:27.9),TOW_03_T1(DMG:23.2),EMPTY,TOW_02_T3(DMG:145.2),TOW_01_T3(DMG:78.0),TOW_03_T1(DMG:23.2)
1877,LOSS,8,1364.7,38,8,0,57,25,10,10,5,0,0,60,0,0.2,0.6,0.4,0,EMPTY,TOW_03_T2(DMG:128.2),TOW_01_T1(DMG:17.5),TOW_02_T2(DMG:64.5),EMPTY,TOW_03_T2(DMG:408.3),EMPTY,TOW_02_T3(DMG:118.3),TOW_01_T2(DMG:75.0),EMPTY,EMPTY,TOW_02_T1(DMG:32.3),EMPTY,TOW_03_T2(DMG:128.2),TOW_01_T2(DMG:75.0),TOW_02_T2(DMG:124.5),EMPTY,TOW_03_T3(DMG:186.8),EMPTY,TOW_02_T1(DMG:32.3),TOW_01_T1(DMG:17.5),TOW_02_T2(DMG:64.5),TOW_01_T2(DMG:35.0),TOW_03_T3(DMG:706.8),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:32.3),EMPTY,EMPTY,TOW_01_T3(DMG:90.0),TOW_02_T2(DMG:64.5),TOW_04_T1(DMG:27.9),TOW_03_T1(DMG:89.2),EMPTY,TOW_02_T3(DMG:118.3),TOW_01_T1(DMG:17.5),TOW_03_T1(DMG:89.2)
1878,LOSS,8,1533,38,9,0,56,25,11,8,6,90,0,30,0,0.2,0.2,0,0,EMPTY,TOW_03_T3(DMG:127.5),EMPTY,EMPTY,TOW_01_T2(DMG:134.0),TOW_03_T1(DMG:52.5),TOW_04_T1(DMG:27.0),TOW_02_T1(DMG:25.5),TOW_01_T1(DMG:107.0),EMPTY,TOW_01_T2(DMG:164.0),TOW_02_T2(DMG:111.0),EMPTY,TOW_03_T3(DMG:127.5),TOW_01_T1(DMG:107.0),TOW_02_T2(DMG:51.0),EMPTY,TOW_03_T1(DMG:52.5),EMPTY,TOW_02_T3(DMG:93.5),TOW_01_T2(DMG:134.0),EMPTY,EMPTY,TOW_03_T1(DMG:52.5),TOW_04_T1(DMG:27.0),TOW_02_T1(DMG:25.5),TOW_01_T3(DMG:158.0),EMPTY,TOW_01_T2(DMG:164.0),TOW_02_T3(DMG:203.5),EMPTY,TOW_03_T1(DMG:52.5),TOW_01_T3(DMG:158.0),TOW_02_T2(DMG:51.0),TOW_01_T2(DMG:124.0),TOW_03_T1(DMG:52.5)
1879,LOSS,8,937.1,40,12,0,63,27,9,10,8,30,0,90,30,0,0,0.4,0,EMPTY,EMPTY,TOW_01_T3(DMG:94.0),TOW_02_T2(DMG:48.0),TOW_01_T1(DMG:46.0),TOW_03_T2(DMG:160.0),TOW_04_T1(DMG:58.8),TOW_02_T1(DMG:24.0),TOW_01_T3(DMG:114.0),EMPTY,TOW_01_T2(DMG:62.0),TOW_02_T1(DMG:24.0),EMPTY,TOW_03_T3(DMG:220.0),EMPTY,TOW_02_T3(DMG:115.5),TOW_01_T3(DMG:174.0),EMPTY,EMPTY,TOW_02_T1(DMG:24.0),TOW_01_T1(DMG:46.0),TOW_02_T1(DMG:24.0),TOW_01_T2(DMG:62.0),TOW_03_T2(DMG:160.0),TOW_04_T3(DMG:122.8),TOW_02_T2(DMG:108.0),TOW_01_T2(DMG:62.0),EMPTY,TOW_01_T1(DMG:46.0),TOW_02_T2(DMG:48.0),EMPTY,TOW_03_T3(DMG:740.0),TOW_01_T2(DMG:62.0),TOW_02_T2(DMG:108.0),TOW_01_T1(DMG:46.0),TOW_03_T3(DMG:220.0)
1880,LOSS,8,1688.6,40,8,0,60,26,9,12,5,30,0,0,0,0,1.2,0,0,EMPTY,EMPTY,TOW_01_T3(DMG:112.0),TOW_02_T1(DMG:41.2),TOW_01_T3(DMG:92.0),EMPTY,TOW_04_T3(DMG:89.9),TOW_02_T1(DMG:41.2),TOW_01_T1(DMG:45.5),EMPTY,TOW_01_T2(DMG:61.0),TOW_02_T2(DMG:82.5),TOW_04_T3(DMG:89.9),EMPTY,TOW_01_T3(DMG:92.0),TOW_02_T2(DMG:82.5),TOW_01_T2(DMG:61.0),EMPTY,EMPTY,TOW_02_T2(DMG:82.5),TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:97.5),TOW_01_T2(DMG:61.0),TOW_03_T1(DMG:23.2),TOW_04_T1(DMG:27.9),TOW_02_T2(DMG:82.5),TOW_01_T1(DMG:45.5),EMPTY,EMPTY,TOW_02_T2(DMG:142.5),TOW_04_T2(DMG:237.2),TOW_03_T2(DMG:54.2),EMPTY,TOW_02_T1(DMG:41.2),TOW_01_T2(DMG:101.0),TOW_03_T1(DMG:23.2)
1881,LOSS,7,-1,33,13,0,51,30,16,10,4,0,0,0,0,0,0,0.4,0,EMPTY,TOW_03_T1(DMG:27.8),TOW_01_T2(DMG:29.0),TOW_02_T1(DMG:21.8),TOW_01_T2(DMG:29.0),TOW_03_T1(DMG:27.8),TOW_04_T2(DMG:47.9),TOW_02_T2(DMG:43.5),TOW_01_T1(DMG:14.5),EMPTY,EMPTY,TOW_02_T1(DMG:21.8),TOW_04_T2(DMG:47.9),TOW_03_T3(DMG:1160.2),TOW_01_T1(DMG:14.5),TOW_02_T1(DMG:21.8),TOW_01_T3(DMG:58.0),TOW_03_T1(DMG:27.8),EMPTY,TOW_02_T1(DMG:21.8),TOW_01_T1(DMG:14.5),TOW_02_T3(DMG:107.2),TOW_01_T1(DMG:14.5),TOW_03_T3(DMG:120.2),TOW_04_T2(DMG:47.9),TOW_02_T1(DMG:21.8),TOW_01_T1(DMG:14.5),EMPTY,EMPTY,TOW_02_T1(DMG:21.8),TOW_04_T2(DMG:47.9),TOW_03_T1(DMG:27.8),TOW_01_T2(DMG:39.0),TOW_02_T1(DMG:21.8),TOW_01_T2(DMG:39.0),TOW_03_T2(DMG:64.8)
1882,LOSS,8,1527.9,35,14,0,60,26,13,4,9,0,0,30,30,0.4,0,0,1,EMPTY,TOW_03_T3(DMG:130.8),TOW_01_T2(DMG:79.0),EMPTY,TOW_01_T3(DMG:78.0),TOW_03_T1(DMG:53.2),TOW_04_T1(DMG:75.9),TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:78.0),EMPTY,TOW_01_T1(DMG:19.5),TOW_02_T1(DMG:23.2),TOW_04_T1(DMG:75.9),TOW_03_T1(DMG:53.2),TOW_01_T3(DMG:78.0),EMPTY,TOW_01_T1(DMG:19.5),TOW_03_T3(DMG:130.8),EMPTY,EMPTY,TOW_01_T3(DMG:98.0),TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:19.5),TOW_03_T1(DMG:53.2),TOW_04_T1(DMG:75.9),TOW_02_T3(DMG:112.7),EMPTY,EMPTY,TOW_01_T1(DMG:19.5),TOW_02_T2(DMG:46.5),TOW_04_T3(DMG:483.9),TOW_03_T2(DMG:84.2),EMPTY,EMPTY,TOW_01_T2(DMG:49.0),TOW_03_T3(DMG:130.8)
1883,LOSS,8,1844.5,35,22,0,64,30,14,8,8,0,90,0,30,0,0.4,0,0,EMPTY,TOW_03_T1(DMG:24.0),TOW_01_T1(DMG:16.0),TOW_02_T3(DMG:200.0),EMPTY,TOW_03_T1(DMG:24.0),TOW_04_T3(DMG:314.8),TOW_02_T3(DMG:310.0),TOW_01_T1(DMG:16.0),EMPTY,TOW_01_T3(DMG:64.0),EMPTY,TOW_04_T2(DMG:82.8),TOW_03_T2(DMG:56.0),TOW_01_T3(DMG:64.0),TOW_02_T1(DMG:120.0),TOW_01_T1(DMG:16.0),TOW_03_T1(DMG:24.0),EMPTY,TOW_02_T3(DMG:310.0),TOW_01_T1(DMG:16.0),TOW_02_T2(DMG:165.0),TOW_01_T1(DMG:16.0),TOW_03_T1(DMG:24.0),TOW_04_T2(DMG:274.8),TOW_02_T1(DMG:120.0),TOW_01_T3(DMG:64.0),EMPTY,TOW_01_T2(DMG:32.0),TOW_02_T1(DMG:120.0),TOW_04_T2(DMG:82.8),TOW_03_T1(DMG:24.0),TOW_01_T2(DMG:72.0),TOW_02_T1(DMG:120.0),TOW_01_T3(DMG:84.0),TOW_03_T2(DMG:56.0)
1884,LOSS,8,1382.6,38,9,0,57,26,10,7,9,0,30,0,0,0,0,0.4,0,EMPTY,TOW_03_T3(DMG:643.5),EMPTY,TOW_02_T3(DMG:222.5),TOW_01_T2(DMG:30.0),TOW_03_T2(DMG:66.5),TOW_04_T2(DMG:49.5),TOW_02_T1(DMG:52.5),TOW_01_T2(DMG:30.0),EMPTY,EMPTY,TOW_02_T1(DMG:52.5),TOW_04_T3(DMG:87.0),TOW_03_T3(DMG:643.5),TOW_01_T1(DMG:15.0),TOW_02_T1(DMG:52.5),TOW_01_T1(DMG:15.0),TOW_03_T2(DMG:66.5),EMPTY,TOW_02_T3(DMG:222.5),TOW_01_T1(DMG:15.0),EMPTY,TOW_01_T1(DMG:15.0),TOW_03_T1(DMG:28.5),TOW_04_T3(DMG:87.0),EMPTY,TOW_01_T1(DMG:15.0),EMPTY,TOW_01_T2(DMG:30.0),TOW_02_T3(DMG:140.0),TOW_04_T2(DMG:49.5),TOW_03_T3(DMG:123.5),EMPTY,EMPTY,TOW_01_T1(DMG:15.0),TOW_03_T3(DMG:123.5)
1885,LOSS,8,791.1,38,14,0,61,25,7,12,6,30,30,60,30,0.2,0.6,0,0,EMPTY,TOW_03_T1(DMG:84.0),EMPTY,TOW_02_T2(DMG:96.0),TOW_01_T1(DMG:48.0),TOW_03_T2(DMG:116.0),TOW_04_T1(DMG:58.8),TOW_02_T3(DMG:151.0),TOW_01_T2(DMG:66.0),EMPTY,TOW_01_T3(DMG:102.0),EMPTY,TOW_04_T3(DMG:122.8),TOW_03_T1(DMG:84.0),EMPTY,TOW_02_T1(DMG:63.0),TOW_01_T2(DMG:66.0),TOW_03_T2(DMG:116.0),EMPTY,TOW_02_T3(DMG:151.0),TOW_01_T2(DMG:106.0),TOW_02_T3(DMG:151.0),EMPTY,TOW_03_T1(DMG:84.0),EMPTY,TOW_02_T2(DMG:96.0),TOW_01_T2(DMG:106.0),EMPTY,TOW_01_T2(DMG:106.0),TOW_02_T2(DMG:96.0),TOW_04_T2(DMG:82.8),EMPTY,EMPTY,TOW_02_T1(DMG:63.0),TOW_01_T2(DMG:66.0),TOW_03_T3(DMG:164.0)
1886,LOSS,8,1143.4,38,10,0,57,26,10,11,5,90,0,0,0,0.6,0,0,0,EMPTY,TOW_03_T2(DMG:56.0),TOW_01_T2(DMG:144.0),EMPTY,TOW_01_T2(DMG:134.0),TOW_03_T1(DMG:24.0),TOW_04_T1(DMG:28.8),TOW_02_T1(DMG:24.0),TOW_01_T3(DMG:178.0),EMPTY,TOW_01_T3(DMG:258.0),EMPTY,TOW_04_T2(DMG:244.8),TOW_03_T1(DMG:24.0),EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T3(DMG:178.0),TOW_03_T1(DMG:24.0),EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T1(DMG:112.0),TOW_02_T1(DMG:24.0),TOW_01_T3(DMG:258.0),TOW_03_T2(DMG:336.0),EMPTY,TOW_02_T2(DMG:108.0),EMPTY,EMPTY,TOW_01_T2(DMG:134.0),EMPTY,TOW_04_T1(DMG:28.8),TOW_03_T1(DMG:24.0),TOW_01_T2(DMG:174.0),TOW_02_T2(DMG:48.0),TOW_01_T3(DMG:178.0),TOW_03_T1(DMG:24.0)
1887,LOSS,8,1044.9,39,11,0,61,30,16,6,8,60,30,0,0,0.2,0,0.2,0,EMPTY,TOW_03_T1(DMG:27.0),TOW_01_T1(DMG:78.0),TOW_02_T1(DMG:54.0),TOW_01_T3(DMG:212.0),TOW_03_T3(DMG:117.0),TOW_04_T1(DMG:28.8),TOW_02_T1(DMG:54.0),TOW_01_T2(DMG:106.0),EMPTY,TOW_01_T1(DMG:78.0),TOW_02_T2(DMG:78.0),TOW_04_T1(DMG:28.8),TOW_03_T1(DMG:27.0),TOW_01_T3(DMG:132.0),TOW_02_T3(DMG:228.0),EMPTY,TOW_03_T1(DMG:27.0),EMPTY,TOW_02_T1(DMG:54.0),EMPTY,TOW_02_T3(DMG:228.0),TOW_01_T2(DMG:136.0),TOW_03_T3(DMG:117.0),TOW_04_T1(DMG:28.8),TOW_02_T2(DMG:93.0),TOW_01_T3(DMG:212.0),EMPTY,TOW_01_T1(DMG:78.0),TOW_02_T1(DMG:54.0),TOW_04_T1(DMG:28.8),TOW_03_T2(DMG:63.0),TOW_01_T1(DMG:78.0),TOW_02_T3(DMG:118.0),TOW_01_T1(DMG:78.0),TOW_03_T2(DMG:63.0)
1888,LOSS,8,1018,40,10,0,64,27,11,6,10,30,0,30,0,0,0,0.6,0,EMPTY,TOW_03_T2(DMG:105.3),TOW_01_T2(DMG:71.0),TOW_02_T2(DMG:61.5),TOW_01_T3(DMG:92.0),TOW_03_T1(DMG:62.3),TOW_04_T1(DMG:27.9),EMPTY,TOW_01_T1(DMG:45.5),EMPTY,TOW_01_T3(DMG:172.0),TOW_02_T3(DMG:85.2),TOW_04_T3(DMG:89.9),TOW_03_T3(DMG:169.8),TOW_01_T1(DMG:45.5),EMPTY,TOW_01_T1(DMG:45.5),TOW_03_T2(DMG:105.3),EMPTY,TOW_02_T1(DMG:23.2),EMPTY,TOW_02_T1(DMG:23.2),TOW_01_T2(DMG:61.0),TOW_03_T3(DMG:689.8),TOW_04_T1(DMG:27.9),TOW_02_T2(DMG:46.5),TOW_01_T3(DMG:92.0),EMPTY,TOW_01_T1(DMG:45.5),TOW_02_T3(DMG:195.2),TOW_04_T1(DMG:27.9),TOW_03_T1(DMG:62.3),EMPTY,TOW_02_T3(DMG:85.2),EMPTY,TOW_03_T3(DMG:169.8)
1889,LOSS,8,1598.6,41,7,0,57,28,13,8,7,0,0,0,30,0,0,0.2,0.2,EMPTY,TOW_03_T2(DMG:341.2),TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:61.2),TOW_04_T3(DMG:131.5),TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:62.0),EMPTY,EMPTY,TOW_02_T3(DMG:85.2),TOW_04_T3(DMG:131.5),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:61.5),EMPTY,TOW_03_T2(DMG:61.2),EMPTY,TOW_02_T3(DMG:85.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T1(DMG:15.5),TOW_03_T1(DMG:26.2),TOW_04_T3(DMG:131.5),TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:62.0),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:23.2),TOW_04_T1(DMG:61.5),TOW_03_T2(DMG:61.2),TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:46.5),TOW_01_T2(DMG:41.0),TOW_03_T1(DMG:26.2)
1890,LOSS,8,1528.1,39,9,0,58,28,16,6,6,60,30,0,30,0.8,0,0.2,0,EMPTY,EMPTY,TOW_01_T1(DMG:83.5),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:83.5),TOW_03_T3(DMG:113.8),TOW_04_T1(DMG:57.9),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:83.5),EMPTY,TOW_01_T1(DMG:83.5),EMPTY,TOW_04_T3(DMG:119.9),TOW_03_T1(DMG:26.2),TOW_01_T2(DMG:117.0),TOW_02_T3(DMG:115.2),EMPTY,TOW_03_T2(DMG:341.2),EMPTY,EMPTY,TOW_01_T3(DMG:174.0),TOW_02_T2(DMG:76.5),TOW_01_T1(DMG:83.5),TOW_03_T2(DMG:61.2),TOW_04_T2(DMG:81.2),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:83.5),EMPTY,TOW_01_T2(DMG:147.0),TOW_02_T3(DMG:115.2),TOW_04_T1(DMG:57.9),TOW_03_T1(DMG:26.2),TOW_01_T1(DMG:83.5),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:83.5),TOW_03_T3(DMG:633.8)
1891,LOSS,8,170,40,9,0,64,26,6,12,8,60,0,30,0,0.4,0.2,0.2,0,EMPTY,TOW_03_T3(DMG:667.0),EMPTY,TOW_02_T1(DMG:27.0),TOW_01_T3(DMG:220.0),TOW_03_T2(DMG:93.0),TOW_04_T2(DMG:52.8),TOW_02_T2(DMG:69.0),TOW_01_T1(DMG:80.0),EMPTY,TOW_01_T3(DMG:160.0),TOW_02_T1(DMG:27.0),EMPTY,EMPTY,TOW_01_T3(DMG:140.0),TOW_02_T3(DMG:126.5),TOW_01_T2(DMG:100.0),EMPTY,EMPTY,EMPTY,EMPTY,TOW_02_T2(DMG:69.0),TOW_01_T3(DMG:220.0),TOW_03_T2(DMG:93.0),TOW_04_T1(DMG:28.8),TOW_02_T2(DMG:69.0),TOW_01_T1(DMG:80.0),EMPTY,TOW_01_T1(DMG:80.0),TOW_02_T3(DMG:126.5),TOW_04_T2(DMG:52.8),TOW_03_T2(DMG:93.0),TOW_01_T2(DMG:100.0),TOW_02_T2(DMG:69.0),TOW_01_T2(DMG:100.0),TOW_03_T3(DMG:667.0)
1892,LOSS,8,1499.7,38,10,0,57,27,9,13,5,0,0,30,0,0.2,0,0.8,0,EMPTY,TOW_03_T3(DMG:702.8),TOW_01_T2(DMG:45.0),EMPTY,EMPTY,TOW_03_T2(DMG:112.2),TOW_04_T3(DMG:89.9),TOW_02_T1(DMG:23.2),EMPTY,EMPTY,TOW_01_T1(DMG:17.5),TOW_02_T2(DMG:61.5),TOW_04_T2(DMG:51.1),TOW_03_T3(DMG:182.8),TOW_01_T3(DMG:70.0),TOW_02_T2(DMG:46.5),EMPTY,TOW_03_T1(DMG:65.2),EMPTY,TOW_02_T2(DMG:61.5),TOW_01_T3(DMG:70.0),TOW_02_T2(DMG:106.5),TOW_01_T2(DMG:35.0),TOW_03_T2(DMG:112.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:17.5),EMPTY,TOW_01_T2(DMG:45.0),TOW_02_T1(DMG:23.2),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:112.2),TOW_01_T2(DMG:75.0),TOW_02_T1(DMG:23.2),EMPTY,TOW_03_T1(DMG:65.2)
1893,LOSS,8,1160.3,39,8,0,57,24,10,9,5,0,90,60,30,0,0.6,0,0,EMPTY,TOW_03_T2(DMG:114.2),TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:154.5),TOW_01_T2(DMG:31.0),TOW_03_T1(DMG:83.2),TOW_04_T3(DMG:119.9),EMPTY,TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T1(DMG:15.5),EMPTY,TOW_04_T1(DMG:57.9),TOW_03_T1(DMG:83.2),TOW_01_T3(DMG:82.0),TOW_02_T1(DMG:122.2),EMPTY,TOW_03_T3(DMG:160.8),EMPTY,TOW_02_T1(DMG:122.2),TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T2(DMG:31.0),TOW_03_T2(DMG:114.2),TOW_04_T2(DMG:81.2),TOW_02_T1(DMG:122.2),TOW_01_T2(DMG:31.0),EMPTY,EMPTY,TOW_02_T3(DMG:208.2),TOW_04_T1(DMG:57.9),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:208.2),EMPTY,EMPTY
1894,LOSS,8,1447.8,37,12,0,61,27,12,5,10,0,90,30,0,0.2,0,0.4,0,EMPTY,TOW_03_T1(DMG:60.0),TOW_01_T2(DMG:36.0),TOW_02_T3(DMG:178.0),TOW_01_T3(DMG:92.0),EMPTY,TOW_04_T2(DMG:52.8),TOW_02_T1(DMG:114.0),TOW_01_T3(DMG:92.0),EMPTY,EMPTY,TOW_02_T3(DMG:288.0),TOW_04_T1(DMG:28.8),TOW_03_T1(DMG:60.0),TOW_01_T2(DMG:36.0),TOW_02_T3(DMG:205.5),TOW_01_T1(DMG:18.0),TOW_03_T3(DMG:1200.0),EMPTY,TOW_02_T1(DMG:114.0),TOW_01_T1(DMG:18.0),TOW_02_T1(DMG:114.0),TOW_01_T3(DMG:72.0),TOW_03_T3(DMG:160.0),TOW_04_T1(DMG:28.8),EMPTY,TOW_01_T1(DMG:18.0),EMPTY,TOW_01_T2(DMG:36.0),EMPTY,TOW_04_T3(DMG:92.8),TOW_03_T2(DMG:100.0),TOW_01_T1(DMG:18.0),TOW_02_T3(DMG:178.0),TOW_01_T1(DMG:18.0),EMPTY
1895,LOSS,8,873.9,38,11,0,63,24,4,12,8,0,0,0,0,0,0,0.2,0.8,EMPTY,TOW_03_T2(DMG:343.0),TOW_01_T2(DMG:32.0),EMPTY,TOW_01_T2(DMG:32.0),TOW_03_T2(DMG:63.0),TOW_04_T2(DMG:79.2),TOW_02_T2(DMG:48.0),TOW_01_T3(DMG:64.0),EMPTY,TOW_01_T2(DMG:32.0),TOW_02_T1(DMG:24.0),TOW_04_T3(DMG:427.2),TOW_03_T2(DMG:63.0),TOW_01_T3(DMG:84.0),EMPTY,EMPTY,TOW_03_T1(DMG:27.0),EMPTY,TOW_02_T2(DMG:108.0),TOW_01_T3(DMG:64.0),TOW_02_T3(DMG:115.5),TOW_01_T1(DMG:16.0),TOW_03_T2(DMG:63.0),TOW_04_T3(DMG:427.2),EMPTY,EMPTY,EMPTY,TOW_01_T3(DMG:64.0),TOW_02_T2(DMG:48.0),EMPTY,TOW_03_T2(DMG:63.0),TOW_01_T1(DMG:16.0),EMPTY,TOW_01_T3(DMG:64.0),EMPTY
1896,WIN,8,0,41,7,4,55,23,9,10,4,90,0,30,0,0.6,0,0.8,0,EMPTY,TOW_03_T3(DMG:1219.5),TOW_01_T1(DMG:111.0),EMPTY,TOW_01_T3(DMG:174.0),EMPTY,TOW_04_T2(DMG:229.5),TOW_02_T2(DMG:60.0),TOW_01_T2(DMG:172.0),EMPTY,TOW_01_T1(DMG:111.0),TOW_02_T1(DMG:22.5),EMPTY,TOW_03_T1(DMG:64.5),TOW_01_T3(DMG:174.0),EMPTY,EMPTY,TOW_03_T2(DMG:390.5),EMPTY,TOW_02_T2(DMG:45.0),TOW_01_T3(DMG:174.0),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:132.0),TOW_03_T1(DMG:64.5),EMPTY,TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:111.0),EMPTY,TOW_01_T2(DMG:132.0),EMPTY,TOW_04_T2(DMG:49.5),EMPTY,EMPTY,TOW_02_T2(DMG:105.0),TOW_01_T2(DMG:132.0),TOW_03_T1(DMG:64.5)
